,Episode,Description,Duration,Year,Series
1191,Ep 118 - Broken Honor,"When the stage is robbed, Jess sets off in hot pursuit of the thieves. The thieves hide the strong box on the Halloran's property.",49 MINS,1963,Laramie
1192,Ep 119 - The Last Battleground,Jess finds the remains of a US Army wagon that disappeared during the war with $60K in gold. It was suspected that Matt Sherman was involved in helping the Confederates steal the gold.,49 MINS,1963,Laramie
1193,Ep 120 - The Stranger,Slim and Jess are losing cattle to a mysterious stranger who leaves a gold piece for each animal he steals.,49 MINS,1963,Laramie
1194,Ep 121 - The Marshals,"Jess rides to warn two marshals bringing in a prisoner of an ambush. Unfortunately, Jess catches a bullet in the chest, and the nearest doctor is in Ironwood - a town controlled by the priso...",49 MINS,1963,Laramie
1195,Ep 122 - Badge Of Glory,"Sam Logan turns up on the doorstep of John Holbry, a former bounty-hunter-turned preacher. Sam is dying and asks that John claim the reward money in order to build a church.",49 MINS,1963,Laramie
1196,Ep 123 - Trapped,"Slim finds an injured kidnap victim in the woods. But while Mike rides for help, the kidnappers return to reclaim their pretty hostage.",49 MINS,1963,Laramie
1197,Ep 124 - The Road To Helena,"Ruth Franklin, a saloon girl, foils a plan by three men to rob Slim. Afterward she persuades Slim to help her father, who plans to return the $50K he embezzled from a bank in Helena.",49 MINS,1963,Laramie
1198,Ep 1 - The Sharpshooter,"""The Sharpshooter"" - Series Premiere! 1881: Lucas McCain and his young son Mark arrive in remote North Fork, New Mexico, looking to start a new life. Co-starring Dennis Hopper, script by Sam...",26 MINS,1958,The Rifleman
1199,Ep 2 - Home Ranch,"""Home Ranch"" - Two hired hands of a wealthy cattleman, who has been using the ranch for grazing his cattle, demand that Lucas and Mark move out of their new home. Written by Sam Peckinpah.",26 MINS,1958,The Rifleman
1200,Ep 3 - End Of A Young Gun,"""End Of A Young Gun"" - Lucas is forced to give refuge to a young bank robber injured while saving Mark's life - the bandit sees a life better than the one he's been leading. With Michael Lan...",26 MINS,1958,The Rifleman
1201,Ep 4 - The Marshal,"""The Marshal"" - Micah Torrance, once famous lawman, stumbles drunkenly into North Fork and faces two brothers intent on killing him. With James Drury (The Virginian), Warren Oates, written a...",26 MINS,1958,The Rifleman
1202,Ep 5 - The Brother-in-Law,"""The Brother-In-Law"" - Johnny Gibb - Lucas's brother-in-law - comes to visit. While Mark idolizes his rodeo-riding uncle, Lucas discovers that Johnny is on the run from the law.",26 MINS,1958,The Rifleman
1203,Ep 6 - Eight Hours To Die,"""Eight Hours To Die"" - Judge Burton seeks revenge against those who hanged his boy - including Lucas, the man who arrested his son!",26 MINS,1958,The Rifleman
1204,Ep 7 - Duel Of Honor,"""Duel Of Honor"" - When an Italian aristocrat arrives in North Fork, his strange attire attracts the attention of Groder, a town bully. Co-starring Jack Elam.",25 MINS,1958,The Rifleman
1205,Ep 8 - The Safe Guard,"""The Safe Guard"" - A gunman is hired as a guard at North Fork's first bank - but is he conspiring to join the town's first bank robbery? Co-starring Claude Akins.",26 MINS,1958,The Rifleman
1206,Ep 9 - The Sister,"""The Sister"" - Mark introduces pretty Rebecca Snipe to his dad - and her two burly brothers think Lucas would make her fine husband! Featuring Dan Blocker (""Bonanza"").",26 MINS,1958,The Rifleman
1207,Ep 10 - New Orleans Menace,"""New Orleans Menace"" - Tiffauges, a wealthy and sadistic Frenchman who is used to getting whatever he wants, decides he wants the McCain ranch.",25 MINS,1958,The Rifleman
1208,Ep 11 - The Apprentice Sheriff,"""The Apprentice Sheriff"" - Dan Willard is filling in as temporary marshal of North Fork - and he's coming down hard on some Texas cowhands. With Robert Vaughn.",26 MINS,1958,The Rifleman
1209,Ep 12 - The Angry Gun,"""The Angry Gun"" - Lucas and Mark share a stagecoach with a peace officer and his prisoner, Johnny Cotton - but the badman escapes with Lucas's rifle, and the chase is on! With Vic Morrow.",26 MINS,1958,The Rifleman
1210,Ep 13 - The Young Englishman,"""Young Englishman"" - Lucas gets in trouble when he accuses the foreman of a neighboring ranch of rustling some of his cattle. Featuring James Coburn.",26 MINS,1958,The Rifleman
1211,Ep 14 - The Gaucho,"""The Gaucho"" - The foreign ways of a fiery gaucho from Argentina and his family disturb the residents of North Fork.",26 MINS,1958,The Rifleman
1212,Ep 15 - The Pet,"""The Pet"" - A stray horse adopted by the McCains bites young Mark - is the new pet infected with anthrax?",26 MINS,1959,The Rifleman
1213,Ep 16 - The Sheridan Story,"""The Sheridan Story"" - Lucas hires ranch hand Frank Blandon, an angry ex-Confederate soldier - but when Union General Sheridan comes to North Fork, Lucas fears trouble.",26 MINS,1959,The Rifleman
1214,Ep 17 - The Retired Gun,"""The Retired Gun"" - A famous gunfighter, who has promised his wife that he would hang up his guns, settles in North Fork - where an outlaw gang tries to lure him back.",26 MINS,1959,The Rifleman
1215,Ep 18 - The Photographer,"""The Photographer"" - A traveling photographer is in North Fork making portraits when he's accused of murder - but Lucas has a plan to prove his innocence! With John Carradine.",26 MINS,1959,The Rifleman
1216,Ep 19 - Shivaree,"""Shivaree"" - The wedding celebration for two young runaways is disrupted by a drunken crowd - Lucas wades in!",25 MINS,1959,The Rifleman
1217,Ep 20 - The Deadeye Kid,"""The Deadeye Kid"" - Mark befriends Donnel O'Mahoney, a tough kid from Brooklyn, and hides him when the boy is accused of murder.",25 MINS,1959,The Rifleman
1218,Ep 21 - The Indian,"""The Indian"" - U.S. Marshal Sam Buckhart - an full-blood Apache - comes to North Fork in search of Indians suspected of killing a Texas Ranger and his family, But what he discovers turns the...",26 MINS,1959,The Rifleman
1219,Ep 22 - The Boarding House,"""The Boarding House"" - Exposure of the past life of a now-respectable woman is threatened when a shady gambler wants to turn her boarding house into a saloon. Directed by Sam Peckinpah.",26 MINS,1959,The Rifleman
1220,Ep 23 - The Second Witness,"""The Second Witness"" - Lucas is in jeopardy when he agrees to testify in a murder case where the first witness was killed before he could testify - and the killer is still loose!",25 MINS,1959,The Rifleman
1221,Ep 24 - The Trade,"""The Trade"" - Outlaw Sam Morley falls for a young woman with a serious illness, and asks Lucas to help him with a plan to fund her health care - but a cruel bounty hunter is also after the badman.",26 MINS,1959,The Rifleman
1222,Ep 25 - One Went To Denver,"""One Went To Denver"" - Lucas welcomes his old friend Tom Birch, who once saved his life, unaware that the man is now a bank robber on the run with his gang.",26 MINS,1959,The Rifleman
1223,Ep 26 - The Deadly Wait,"""The Deadly Wait"" - Dan Nowry, released from Yuma prison, arrives in North Fork intent on getting even the man who sent him to jail: Marshal Torrance. Featuring Lee Van Cleef.",25 MINS,1959,The Rifleman
1224,Ep 27 - The Wrong Man,"""The Wrong Man"" - A corrupt lawman arrives in North Fork claiming the reward for shooting a badman on the run - but his real plan is murderously evil!",26 MINS,1959,The Rifleman
1225,Ep 28 - The Challenge,"""The Challenge"" - An escaped convict, eager to prove that jail hasn't dulled his quick-draw skills, holds up the general store in North Fork and takes Marshal Torrance hostage!",26 MINS,1959,The Rifleman
1226,Ep 29 - The Hawk,"""The Hawk"" - Young Mark is rescued by a stranger, and invites the man home - unaware that he is on the run from the law!",26 MINS,1959,The Rifleman
1227,Ep 30 - Three-Legged Terror,"""Three-Legged Terror"" - When a rambunctious teenager wrecks a schoolroom, Lucas asks the boy's reluctant uncle to pay for the damages. Co-starring Dennis Hopper.",25 MINS,1959,The Rifleman
1228,Ep 31 - The Angry Man,"""The Angry Man"" - The McCains try to be tolerant of their embittered neighbor Abel MacDonald, but the situation turns dire when the man won't let his injured son receive medical help.",26 MINS,1959,The Rifleman
1229,Ep 32 - The Woman,"""The Woman"" - An unfounded rumor causes North Fork's outspoken feminist schoolteacher to be attacked by a mob of angry townspeople.",26 MINS,1959,The Rifleman
1230,Ep 33 - The Money Gun,"""The Money Gun"" - When his employer begins to suspect him of embezzlement, a bookkeeper hires a professional gunman to solve his problem. Written and directed by Sam Peckinpah.",25 MINS,1959,The Rifleman
1231,Ep 34 - A Matter Of Faith,"""A Matter Of Faith"" - A drought forces local cowhands to work railroad construction jobs, but rail bosses are afraid they will quit if an old man's claim to be a rainmaker is true.",26 MINS,1959,The Rifleman
1232,Ep 35 - Blood Brothers,"""Blood Brothers"" - Lucas brings a dying man to town and is surprised by Marshal Torrance's odd behavior toward the man. Then three men arrive and demand custody of the stranger.",25 MINS,1959,The Rifleman
1233,Ep 36 - Stranger At Night,"""Stranger At Night"" - Mark finds a murder victim and starts Lucas, his friend Artemus, and Marshal Torrance on a search for the killer.",26 MINS,1959,The Rifleman
1234,Ep 37 - The Raid,"""The Raid"" - When renegade Native Americans wound Lucas and kidnap Mark, Marshal Torrance joins with Apache U.S. Marshal Sam Buckhart to form a rescue posse.",26 MINS,1959,The Rifleman
1235,Ep 38 - Outlaw's Inheritance,"""Outlaw's Inheritance"" - An infamous train robber dies and leaves his ill-gotten wealth to Lucas - now he must clear his name and reputation with the townspeople of North Fork!",26 MINS,1959,The Rifleman
1236,Ep 39 - Boomerang,"""Boomerang"" - Lucas adopts an orphaned boy and teaches him how to use a gun - now the boy is ready to kill the banker he blames for his father's death!",26 MINS,1959,The Rifleman
1237,Ep 40 - The Mind Reader,"""The Mind Reader"" - When a wealthy rancher is killed, a traveling ""mind reader"" is called upon to help identify the murderer. With John Carradine, Michael Landon. Final episode of Season 1.",26 MINS,1959,The Rifleman
1238,Ep 41 - The Patsy,"""The Patsy"" - Season 2 Premiere! A group of outlaws devise a plan to get rid of Lucas so that they can take over the town of North Fork.",25 MINS,1959,The Rifleman
1239,Ep 42 - Bloodlines,"""Bloodlines"" - After Lucas kills a mountain man in a barroom brawl, his father arrives in North Fork determined to take revenge. WIth Denver Pyle, Warren Oates, Buddy Hackett.",26 MINS,1959,The Rifleman
1240,Ep 43 - The Blowout,"""The Blowout"" - A dying gunslinger wants to end his days peacefully in North Fork, but a gang of badmen have other ideas!",25 MINS,1959,The Rifleman
1241,Ep 44 - Obituary,"""Obiturary"" - A newspaper story about Lucas's skill with his rifle attracts the attention of a gunslinger looking to boost his reputation.",26 MINS,1959,The Rifleman
1242,Ep 45 - Tension,"""Tension"" - Lucas refuses to let a newly widowed woman know the truth about her late husband's past. With Harry Dean Stanton.",26 MINS,1959,The Rifleman
1243,Ep 46 - Eddie's Daughter,"""Eddie's Daughter"" - After the daughter of the hotel clerk arrives in North Fork, two strangers threaten her life. With Gloria DeHaven - Oscar winner from ""Titanic.""",25 MINS,1959,The Rifleman
1244,Ep 47 - Panic,"""Panic"" - Town character Brett Conway blackmails Lucas with the knowledge that a young couple McCain rescued are suffering from yellow fever.",26 MINS,1959,The Rifleman
1245,Ep 48 - Ordeal,"""Ordeal"" - When their wagon breaks down, Mark and an injured Lucas are stranded in the desert.",25 MINS,1959,The Rifleman
1246,Ep 49 - The Spiked Rifle,"""The Spiked Rifle"" - Mark is kidnapped as he and his father try to protect banker Hamilton's gold.",26 MINS,1959,The Rifleman
1247,Ep 50 - Letter Of The Law,"""Letter Of The Law"" - Lucas must make a life-or-death decision: the marshal is a hostage and the kidnappers threaten violence unless a notorious outlaw is released. With Vic Morrow.",26 MINS,1959,The Rifleman
1248,Ep 51 - The Legacy,"""The Legacy"" - Lucas tries to do a good deed for the old town drunk, but it backfires when the drunk's son believes he inherited the McCain ranch. With James Franciscus.",25 MINS,1959,The Rifleman
1249,Ep 52 - The Baby Sitter,"""The Baby Sitter"" - A dance hall singer asks Lucas to care for her daughter in an effort to hide the baby from her self-righteous, bigoted father. Written and directed by Sam Peckinpah.",25 MINS,1959,The Rifleman
1250,Ep 53 - The Coward,"""The Coward"" - Lucas becomes involved in a battle between an aspiring writer and a cocky, bragging trail boss.",25 MINS,1959,The Rifleman
1251,Ep 54 - Surveyors,"""Surveyors"" - Mark is distraught and runs away from home after Lucas has doubts about his claim to have heard of a plot to rob the bank.",26 MINS,1959,The Rifleman
1252,Ep 55 - Day Of The Hunter,"""Day Of The Hunter"" - A famous buffalo hunter tries to goad Lucas into a shooting match - but when McCain refuses, trouble ensues.",25 MINS,1960,The Rifleman
